trans,date,pono,outgono,qty,amount,refno,time,user,supplier,suppcode,remark,purposed,purpose
39638,04-Feb-19,223237,0,882,20923.5,0000001125,18:51:12,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
39742,09-Feb-19,3500000297,0,540,65088.72,0000001215,00:25:08,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
39919,09-Mar-19,223446,0,486,22575.24,0000001383,23:44:27,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
40040,15-Mar-19,3500000313,0,48,1317.6,0000001497,22:04:24,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
40041,15-Mar-19,3500000328,0,432,59813.46,0000001498,22:05:55,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
40216,06-Apr-19,324712,0,672,20474.88,0000001664,22:10:12,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
40299,16-Apr-19,232392,0,308,42216.56,0000001747,20:44:16,MARCIAL,OCAMPO'S METROSALES INC.,0554,,WAREHOUSE DELIVERIES,1
39603,01-Feb-19,7861,0,250,14597.35,0000001092,20:17:55,MARCIAL,OLONGAPO WISE GENERAL MERCHANDISE,0151,,WAREHOUSE DELIVERIES,1
39567,26-Jan-19,101060,0,3948,176587.32,0000001057,23:35:50,MARCIAL,OTO MARKETING INC.,0610,,WAREHOUSE DELIVERIES,1
39871,26-Feb-19,108457,0,3204,60940.44,0000001341,21:40:52,MARCIAL,OTO MARKETING INC.,0610,,WAREHOUSE DELIVERIES,1
39929,08-Mar-19,30067,0,600,0,0000000338,20:46:42,MARCIAL,OTO MARKETING INC.,0610,SUPPOR NEW YEAR,FREE ITEMS,2
40170,02-Apr-19,188258,0,3708,167564.58,0000001618,19:40:22,MARCIAL,OTO MARKETING INC.,0610,,WAREHOUSE DELIVERIES,1
39572,24-Jan-19,255508,0,1564,60264.18,0000001062,20:36:18,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
39724,13-Feb-19,259760,0,156,12247.9,0000001198,00:17:37,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
39741,13-Feb-19,259777,0,1878,85594.32,0000001214,23:25:37,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
39755,13-Feb-19,259781,0,5594,139922.83,0000001228,22:42:12,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
40007,12-Mar-19,262750,0,1068,65534.98,0000001464,22:13:42,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
40008,12-Mar-19,262757,0,7725,183472.08,0000001465,22:33:19,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
40009,12-Mar-19,262757,0,96,3634.2,0000001466,00:22:00,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
40289,15-Apr-19,266652,0,876,42341.88,0000001737,23:43:21,MARCIAL,PADSA ENTERPRISES,0546,,WAREHOUSE DELIVERIES,1
39391,08-Jan-19,714,0,576,5657.04,0000000895,23:41:59,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
39479,17-Jan-19,728,0,1114,14423.81,0000000971,22:33:59,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
39626,29-Jan-19,811,0,564,13667.69,0000001113,23:29:42,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
39756,13-Feb-19,840,0,1144,16993.92,0000001229,00:14:54,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
39841,26-Feb-19,866,0,1240,17440.9,0000001311,22:01:06,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
40043,19-Mar-19,904,0,1132,7870,0000001500,23:14:33,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
40173,02-Apr-19,586,0,876,15719.82,0000001621,21:17:34,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
40241,10-Apr-19,1001,0,700,5121.6,0000001689,23:56:22,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
40296,17-Apr-19,1016,0,72,1868.22,0000001744,18:30:35,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
40350,23-Apr-19,590,0,1708,13482.88,0000001788,18:15:03,MARCIAL,PORMERC ENTERPRISES,0654,,WAREHOUSE DELIVERIES,1
39748,07-Feb-19,83522,0,1920,31478.4,0000001221,21:12:48,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39749,07-Feb-19,83521,0,480,15085.44,0000001222,21:14:05,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39957,05-Mar-19,84272,0,264,6414.36,0000001418,00:37:49,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39958,05-Mar-19,84273,0,828,43871.64,0000001419,00:40:35,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39959,05-Mar-19,84274,0,4056,125943.63,0000001420,00:43:51,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39961,05-Mar-19,84272,0,1920,33081.6,0000001422,16:08:27,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40021,05-Mar-19,84273,0,36,2021.87,0000001478,19:48:42,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40193,03-Apr-19,84753,0,2876,78534.88,0000001641,16:04:08,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40194,03-Apr-19,84752,0,1089,48559.4,0000001642,17:05:22,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40195,03-Apr-19,84754,0,60,1065,0000001643,17:16:10,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40196,03-Apr-19,84755,0,36,3595.2,0000001644,17:49:15,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
40407,30-Apr-19,85009,0,1742,146118.68,0000001844,21:57:37,MARCIAL,PRIME GLOBAL  FLD CORP.,0574,,WAREHOUSE DELIVERIES,1
39436,02-Jan-19,81224171,0,20,0,0000000330,20:49:47,MARCIAL,PROS MARKETING,0020,CHRISTMAS SUPPORT,FREE ITEMS,2
39650,04-Feb-19,48533,0,894,53392.8,0000001136,22:01:39,MARCIAL,PROS MARKETING,0020,,WAREHOUSE DELIVERIES,1
39663,02-Feb-19,81225514,0,1380,48720.68,0000001149,20:46:39,MARCIAL,PROS MARKETING,0020,,WAREHOUSE DELIVERIES,1
39930,04-Mar-19,49998,0,1080,62641.2,0000001393,21:33:50,MARCIAL,PROS MARKETING,0020,,WAREHOUSE DELIVERIES,1
40058,22-Mar-19,81226527,0,984,33567.95,0000001515,21:22:07,MARCIAL,PROS MARKETING,0020,,WAREHOUSE DELIVERIES,1
39464,17-Jan-19,100566,0,491,18413.39,0000000956,00:31:32,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39690,07-Feb-19,103757,0,104,10879.04,0000001173,22:37:20,MARIZ DC.,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39691,07-Feb-19,103756,0,478,17911.4,0000001174,22:49:50,MARIZ DC.,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39760,18-Feb-19,104713,0,12,843.6,0000001233,00:49:00,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39842,20-Feb-19,104846,0,226,8652.32,0000001312,22:37:53,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39945,07-Mar-19,109230,0,730,18992.91,0000001406,21:29:22,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39946,07-Mar-19,109231,0,144,7128.43,0000001407,21:37:45,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
40139,29-Mar-19,110866,0,48,3719.82,0000001596,22:07:13,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
40140,29-Mar-19,110865,0,258,15304.23,0000001597,22:51:03,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
40142,29-Mar-19,110864,0,880,19875.73,0000001598,23:01:04,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
40270,11-Apr-19,112136,0,282,17510.99,0000001718,17:45:37,MARCIAL,"QUANTA PAPER MARKETING, INC.",0617,,WAREHOUSE DELIVERIES,1
39664,08-Feb-19,86013728,0,312,11369.52,0000001150,20:54:15,MARCIAL,"RAM FOOD PRODUCTS, INC.",0532,,WAREHOUSE DELIVERIES,1
40175,03-Apr-19,86014233,0,580,14226.64,0000001623,21:51:26,MARCIAL,"RAM FOOD PRODUCTS, INC.",0532,,WAREHOUSE DELIVERIES,1
39636,02-Feb-19,153719,0,6105,56886.5,0000001123,23:22:10,MARCIAL,REGENT FOODS CORPORATION,0211,,WAREHOUSE DELIVERIES,1
39899,02-Mar-19,162041,0,3814,40387,0000001368,19:27:27,MARCIAL,REGENT FOODS CORPORATION,0211,,WAREHOUSE DELIVERIES,1
40298,16-Apr-19,174778,0,7804,70334,0000001746,20:12:10,MARCIAL,REGENT FOODS CORPORATION,0211,,WAREHOUSE DELIVERIES,1
39405,09-Jan-19,654912,0,556,21802.18,0000000738,00:40:05,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,NOT FOUND,12
39406,09-Jan-19,50000134,0,1394,36094.54,0000000902,17:15:44,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39408,09-Jan-19,654912,0,24,1309.92,0000000904,20:30:57,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39477,16-Jan-19,657471,0,603,27361.4,0000000969,17:55:34,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39478,16-Jan-19,5000312,0,2002,52465.6,0000000970,19:19:27,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39564,23-Jan-19,5000501,0,2004,58420,0000001054,00:30:44,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39565,23-Jan-19,660049,0,676,28670.72,0000001055,22:06:39,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39566,23-Jan-19,660050,0,126,5522.4,0000001056,22:18:33,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39621,30-Jan-19,663133,0,609,25153.56,0000001108,18:30:24,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39622,30-Jan-19,663134,0,148,6417.04,0000001109,18:43:21,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39680,06-Feb-19,665874,0,681,33977.8,0000001163,20:48:24,MARIZ DC.,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39686,06-Feb-19,5000897,0,2018,54007.32,0000001166,21:00:16,MARIZ DC.,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39734,13-Feb-19,5001092,0,20,1092,0000001207,23:18:31,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39844,20-Feb-19,671476,0,686,27957.32,0000001314,22:54:06,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39845,20-Feb-19,671477,0,34,3494.4,0000001315,23:03:51,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39846,20-Feb-19,5001302,0,2456,59427.06,0000001316,23:10:41,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39875,06-Mar-19,677119,0,1511,63758.36,0000001345,16:16:16,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39876,06-Mar-19,677120,0,4,936,0000001346,16:38:34,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39877,06-Mar-19,5001672,0,2402,57559.82,0000001347,16:39:39,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39878,27-Feb-19,5001477,0,1920,58520.94,0000001348,17:56:09,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39886,27-Feb-19,674217,0,672,30687,0000001355,18:27:35,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39967,13-Mar-19,679578,0,582,27602.32,0000001427,16:59:29,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39968,13-Mar-19,5001856,0,1792,51605.5,0000001428,17:12:55,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40047,21-Mar-19,682448,0,553,23757.8,0000001504,17:04:19,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40048,20-Mar-19,5002054,0,1974,57605.62,0000001505,17:14:43,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40141,27-Mar-19,5002250,0,2322,62646.98,0000001597,22:34:46,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40143,27-Mar-19,685561,0,830,34426.12,0000001598,23:15:43,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40144,27-Mar-19,685562,0,34,3494.4,0000001599,23:29:55,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40161,03-Apr-19,688460,0,413,17917.16,0000001614,17:34:16,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40169,03-Apr-19,5002426,0,1754,43225.7,0000001619,19:06:19,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40292,10-Apr-19,691379,0,444,21080.84,0000001740,16:47:43,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40293,10-Apr-19,5002610,0,1946,37815.62,0000001741,17:04:01,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40308,17-Apr-19,694381,0,551,24061.56,0000001756,18:38:31,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40319,17-Apr-19,5002826,0,1898,46209.42,0000001757,18:50:14,ANGELA C,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40362,24-Apr-19,695680,0,628,28600.04,0000001800,23:54:43,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
40363,24-Apr-19,5002898,0,1878,58027.2,0000001801,00:11:33,MARCIAL,REPUBLIC BISCUIT CORPORATION,0091,,WAREHOUSE DELIVERIES,1
39443,15-Jan-19,50010,0,4310,179071.36,0000000936,20:32:32,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39444,15-Jan-19,50010,0,32,1728.96,0000000937,22:04:03,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39662,06-Feb-19,50549,0,5201,209763.29,0000001148,19:18:52,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39668,06-Feb-19,50549,0,60,2005.56,0000001154,21:35:11,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39792,19-Feb-19,51012,0,6916,258678.7,0000001265,23:23:31,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39973,09-Mar-19,51399,0,5753,190620.89,0000001432,18:45:42,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39974,09-Mar-19,51399,0,36,864,0000001433,22:58:26,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39975,09-Mar-19,51404,0,12,1526.4,0000001434,22:59:15,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
40119,26-Mar-19,51857,0,3942,173936.62,0000001576,17:13:49,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
40120,26-Mar-19,51857,0,24,3317.04,0000001577,21:23:31,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
40205,04-Apr-19,52310,0,4101,134969.34,0000001653,23:33:18,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
40206,04-Apr-19,52310,0,12,1557.6,0000001654,00:24:26,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
40305,16-Apr-19,52637,0,5579,162980.38,0000001753,23:51:59,MARCIAL,"RICH AXXESS DISTRIBUTION, INC.",0604,,WAREHOUSE DELIVERIES,1
39392,08-Jan-19,5267647,0,588,19604.51,0000000896,23:44:04,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39393,08-Jan-19,5267648,0,1332,20420.06,0000000897,23:51:16,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39394,08-Jan-19,5267649,0,832,17077.09,0000000898,00:00:57,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39395,08-Jan-19,5267650,0,1104,17706.24,0000000899,00:07:18,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39396,08-Jan-19,5267651,0,1023,11120.85,0000000731,21:43:40,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,NOT FOUND,12
39397,08-Jan-19,5267652,0,564,14111.38,0000000732,22:03:21,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,NOT FOUND,12
39398,08-Jan-19,5267653,0,336,10689.83,0000000733,22:12:12,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,NOT FOUND,12
39548,26-Jan-19,5268622,0,368,10716.6,0000001039,22:04:50,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39549,26-Jan-19,5268621,0,490,12327.81,0000001040,22:13:56,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39550,26-Jan-19,5268620,0,558,11784.11,0000001041,22:18:33,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39551,26-Jan-19,5268619,0,1205,14990.47,0000001042,22:24:01,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39552,26-Jan-19,5268618,0,1388,15671.18,0000001043,23:58:57,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39553,26-Jan-19,5268617,0,655,17582.86,0000001044,00:08:24,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39554,26-Jan-19,5268616,0,1302,26920.69,0000001045,00:13:57,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39555,26-Jan-19,5268615,0,1476,49623.09,0000001046,00:23:01,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39556,26-Jan-19,5268623,0,144,2293.2,0000001047,00:26:49,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39557,26-Jan-19,5268623,0,12,640.92,0000001048,00:40:12,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39793,19-Feb-19,5269869,0,1764,53878.44,0000001266,17:48:20,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39794,19-Feb-19,5269870,0,1248,24681.88,0000001267,18:10:52,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39795,19-Feb-19,5269871,0,835,17595.8,0000001268,19:07:34,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39796,19-Feb-19,5269872,0,1342,17749.17,0000001269,19:15:46,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39797,19-Feb-19,5269873,0,1685,15037.51,0000001270,19:35:41,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39798,19-Feb-19,5269874,0,473,9471.69,0000001271,22:09:38,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39799,19-Feb-19,5269875,0,351,9864.52,0000001272,22:51:50,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39800,19-Feb-19,5269876,0,368,7743.96,0000001273,23:04:11,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39997,07-Mar-19,5275641,0,1596,43696.63,0000001454,23:14:09,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39998,07-Mar-19,5275642,0,1136,23688.16,0000001455,23:23:19,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39999,07-Mar-19,5275643,0,1216,19663.9,0000001456,23:28:51,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40000,07-Mar-19,5275644,0,394,12807.37,0000001457,23:38:23,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40001,07-Mar-19,5275645,0,237,7133.96,0000001458,23:49:23,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40002,07-Mar-19,5275646,0,60,2765.97,0000001459,23:53:32,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40046,20-Mar-19,5276573,0,48,1540.56,0000001503,16:37:14,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40086,23-Mar-19,5276454,0,1092,28307.63,0000001543,20:39:50,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40087,23-Mar-19,5276455,0,1276,25124.65,0000001544,21:07:01,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40088,23-Mar-19,5276456,0,2840,25593.86,0000001545,21:14:34,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40089,23-Mar-19,76457,0,552,20302.47,0000001546,21:24:30,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40090,23-Mar-19,5276458,0,488,11460.73,0000001547,21:30:38,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40277,10-Apr-19,5277271,0,875,23463.76,0000001725,19:01:25,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40278,10-Apr-19,5277270,0,1176,37289.79,0000001726,19:10:14,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40279,10-Apr-19,5277272,0,2224,31737.89,0000001727,19:31:48,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40280,10-Apr-19,5277273,0,1302,18342.09,0000001728,20:26:47,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40281,10-Apr-19,5277274,0,1272,21684.87,0000001729,20:38:46,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40282,10-Apr-19,5277275,0,612,18258.58,0000001730,20:54:57,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40283,10-Apr-19,5277276,0,654,18288.56,0000001731,21:03:44,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
40284,10-Apr-19,5277277,0,304,9735.04,0000001732,21:12:34,MARCIAL,RIGHT PRICE DISTRIBUTORS CORPORATION,0473,,WAREHOUSE DELIVERIES,1
39445,16-Jan-19,156811,0,428,6386.84,0000000938,22:05:30,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39446,16-Jan-19,156812,0,340,5756.04,0000000939,22:13:53,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39447,16-Jan-19,156813,0,528,4843.8,0000000940,22:27:39,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39448,16-Jan-19,156814,0,292,5883.36,0000000941,22:37:35,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39449,16-Jan-19,156810,0,300,12978,0000000942,22:45:51,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39847,20-Feb-19,165840,0,256,12825.48,0000001317,23:52:21,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39848,20-Feb-19,165823,0,316,6684.44,0000001318,23:58:31,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39849,20-Feb-19,165824,0,504,5224.2,0000001319,00:01:01,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
39850,20-Feb-19,165829,0,736,8681.56,0000001320,00:05:47,MARCIAL,RODZON MARKETING CORPORATION,0113,,WAREHOUSE DELIVERIES,1
