trans,date,pono,outgono,qty,amount,refno,time,user,supplier,suppcode,remark,purposed,purpose
102634,02-Jan-19,65589,0,4080,20400,0000001453,15:57:22,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
102754,14-Jan-19,65908,0,4050,19683,0000001568,15:38:17,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
102802,22-Jan-19,65921,0,4020,19537.2,0000001612,15:35:46,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
102863,29-Jan-19,65932,0,3000,14580,0000001672,23:23:45,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
102953,12-Feb-19,65940,0,2730,13650,0000001757,11:50:09,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103022,22-Feb-19,66271,0,3390,17420,0000001816,15:40:48,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103071,01-Mar-19,65946,0,2760,13800,0000001864,14:06:29,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103100,05-Mar-19,66276,0,2370,12181.8,0000001889,14:08:15,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103176,12-Mar-19,66282,0,3780,19625,0000001963,17:14:38,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103195,15-Mar-19,66285,0,3060,16150,0000001982,16:12:49,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103234,19-Mar-19,66290,0,3390,17995.8,0000002021,15:53:42,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103286,26-Mar-19,66298,0,4020,21775,0000000057,17:42:12,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103380,29-Mar-19,66652,0,3450,18208.33,0000000151,15:12:47,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103444,05-Apr-19,66660,0,3360,17733.33,0000000214,15:45:14,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103506,15-Apr-19,66667,0,1680,8866.67,0000000276,16:15:21,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103534,17-Apr-19,66672,0,3390,17891.67,0000000302,15:30:28,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103563,23-Apr-19,66677,0,4080,21133.33,0000000331,16:04:49,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
103680,30-Apr-19,66682,0,4230,21150,0000000445,15:07:21,MARCIAL,A.S. CUASON GEN. MERCHANDISE,0039,,TO DISPLAY AREA,7
102763,10-Jan-19,111685903,0,1296,9720,0000001576,18:33:02,MARCIAL,ACC INTERNATIONAL TRADING,0622,,TO DISPLAY AREA,7
102882,24-Jan-19,16217,0,800,360,0000001689,19:09:45,MARY GRACE M.,ACCESSORIES GENERAL MERCHANDISE,0689,,TO DISPLAY AREA,7
103230,13-Mar-19,21658,0,432,1975.92,0000002017,20:10:36,MARCIAL,ACCESSORIES GENERAL MERCHANDISE,0689,,TO DISPLAY AREA,7
102853,24-Jan-19,1242019,0,77,13986,0000001662,16:08:18,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103068,07-Feb-19,2072019,0,69,17476,0000001861,23:14:41,MARCIAL,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103104,21-Feb-19,2212019,0,60,12720,0000001893,17:15:01,MARCIAL,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103161,07-Mar-19,3072019,0,63,19879.92,0000001948,21:40:39,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103215,13-Mar-19,3132019,0,26,7129.96,0000002002,17:18:34,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103386,28-Mar-19,3282019,0,68,12399.88,0000000157,16:44:08,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103510,11-Apr-19,4112019,0,77,18009.96,0000000280,18:08:42,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
103702,25-Apr-19,4252019,0,14,5099.96,0000000466,15:54:39,MARY GRACE M.,AGREE COMMERCIAL,0483,,TO DISPLAY AREA,7
102651,03-Jan-19,24918,0,6012,98031.36,0000001468,20:03:46,MARCIAL,ALE MART CORPORATION-OLONGAPO,0691,,TO DISPLAY AREA,7
102812,22-Jan-19,1222019,0,750,34500,0000001621,00:34:00,MARCIAL,AUREN CRYSTAL RICE DEALER,0304,,TO DISPLAY AREA,7
103220,16-Mar-19,1011,0,500,22200,0000002007,15:41:22,MARCIAL,AUREN CRYSTAL RICE DEALER,0304,,TO DISPLAY AREA,7
103533,16-Apr-19,1012,0,1000,43000,0000000301,00:23:57,MARCIAL,AUREN CRYSTAL RICE DEALER,0304,,TO DISPLAY AREA,7
103221,11-Mar-19,3112019,0,61,4263.74,0000002008,16:44:21,MARY GRACE M.,AVON,0667,,TO DISPLAY AREA,7
103663,25-Apr-19,82686,0,300,4680,0000000430,17:50:04,MARCIAL,BEAUMONT INC.,0615,,TO DISPLAY AREA,7
102830,17-Jan-19,2853,0,242,6424,0000001639,19:55:46,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
102852,24-Jan-19,2854,0,305,4719.2,0000001661,15:57:01,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103143,07-Feb-19,2855,0,352,6215.92,0000001930,20:24:04,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103148,14-Feb-19,2856,0,480,6718.56,0000001935,21:08:32,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103160,07-Mar-19,6863,0,224,6549.52,0000001947,21:37:15,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103217,13-Mar-19,3644,0,203,5387,0000002004,19:40:56,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103229,13-Mar-19,3644,0,48,1248,0000002016,17:40:09,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103388,28-Mar-19,7304,0,425,20544.92,0000000159,16:57:57,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103389,28-Mar-19,7303,0,24,528,0000000160,17:08:51,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103405,28-Mar-19,7304,0,101,1961,0000000176,22:14:09,MARCIAL,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103411,28-Mar-19,7303,0,12,660,0000000182,23:01:02,MARCIAL,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103459,04-Apr-19,2857,0,258,2532.48,0000000229,20:53:56,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103468,04-Apr-19,2857,0,12,240,0000000238,18:49:25,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103509,09-Apr-19,2858,0,244,2679.04,0000000279,16:50:24,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103512,09-Apr-19,2858,0,72,390.24,0000052402,20:57:31,MARCIAL,BEAUTY DRESSER,0672,,WAREHOUSE DELIVERIES,1
103667,23-Apr-19,2859,0,268,2020.48,0000000432,11:10:39,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
103668,25-Apr-19,3344,0,240,18720,0000000433,11:14:55,MARY GRACE M.,BEAUTY DRESSER,0672,,TO DISPLAY AREA,7
102728,10-Jan-19,17521,0,2088,15264,0000001543,18:59:04,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
102854,22-Jan-19,17705,0,102,2094.84,0000001663,16:26:48,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103067,05-Feb-19,17825,0,1806,14233.98,0000001860,23:05:06,MARCIAL,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103124,21-Feb-19,18109,0,672,7704,0000001911,00:01:32,MARCIAL,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103144,05-Feb-19,17825,0,177,2283.78,0000001931,20:30:34,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103212,13-Mar-19,18213,0,1482,9284,0000001999,16:00:49,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103274,21-Mar-19,18288,0,54,2115.48,0000000045,15:52:42,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103470,04-Apr-19,18436,0,60,124.8,0000000240,18:51:16,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103511,11-Apr-19,4112019,0,50,2634,0000000281,18:18:02,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
103669,24-Apr-19,18617,0,1750,12364,0000000434,11:16:47,MARY GRACE M.,BEAUTY ZONE ENTERPRISES,0635,,TO DISPLAY AREA,7
102741,14-Jan-19,12077,0,1250,47500,0000001555,22:20:49,MARCIAL,BROTHERHOOD PLASTIC ENTERPRISES,0517,,TO DISPLAY AREA,7
102903,01-Feb-19,12257,0,205,13590,0000001710,18:25:59,MARCIAL,BROTHERHOOD PLASTIC ENTERPRISES,0517,,TO DISPLAY AREA,7
102969,14-Feb-19,12223,0,560,61880,0000001772,00:38:56,MARCIAL,BROTHERHOOD PLASTIC ENTERPRISES,0517,,TO DISPLAY AREA,7
102970,14-Feb-19,12261,0,1580.3,85273.9,0000001773,00:39:40,MARCIAL,BROTHERHOOD PLASTIC ENTERPRISES,0517,,TO DISPLAY AREA,7
102648,02-Jan-19,575221800,0,2112,34851.33,0000001466,17:04:54,MARCIAL,"COCA-COLA BEVERAGES PHILIPPINES, INC. (P",0631,,TO DISPLAY AREA,7
102829,08-Jan-19,1206,0,165,18592.81,0000001638,19:40:19,MARY GRACE M.,COSMETICS REVELATION CORPORATION,0669,,TO DISPLAY AREA,7
103734,30-Apr-19,1585,0,114,14641.88,0000000497,22:25:43,MARY GRACE M.,COSMETICS REVELATION CORPORATION,0669,,TO DISPLAY AREA,7
102795,18-Jan-19,3292,0,500,8220,0000001605,00:02:50,MARCIAL,CRYSTAL CITY MARKETING CO,0197,,TO DISPLAY AREA,7
103085,22-Feb-19,3396,0,1000,16440,0000001875,21:09:37,MARCIAL,CRYSTAL CITY MARKETING CO,0197,,TO DISPLAY AREA,7
103266,22-Mar-19,3505,0,1500,32225,0000052400,00:11:56,MARCIAL,CRYSTAL CITY MARKETING CO,0197,,WAREHOUSE DELIVERIES,1
102720,08-Jan-19,1082019,0,1800,16200,0000001535,21:24:39,MARCIAL,DC GOLDRICH GENERAL MERCHANDISE,0685,,TO DISPLAY AREA,7
103094,01-Mar-19,1133,0,2500,22500,0000001884,21:44:05,MARCIAL,DC GOLDRICH GENERAL MERCHANDISE,0685,,TO DISPLAY AREA,7
103304,27-Mar-19,3272019,0,300,2700,0000000075,16:20:56,MARCIAL,DC GOLDRICH GENERAL MERCHANDISE,0685,,TO DISPLAY AREA,7
102710,02-Jan-19,1022019,0,9,295,0000001526,23:26:41,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102711,04-Jan-19,1042019,0,11,210,0000001527,23:32:50,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102712,05-Jan-19,1052019,0,5,175,0000001528,23:34:10,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102713,06-Jan-19,1062019,0,5,134,0000001529,23:38:48,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102719,08-Jan-19,1082019,0,128,2189.96,0000001534,19:40:33,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102757,12-Jan-19,10122019,0,8,205,0000001570,17:32:01,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102758,13-Jan-19,1132019,0,10,145,0000001571,17:37:10,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102778,15-Jan-19,1152019,0,5,190,0000001591,20:56:59,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102797,16-Jan-19,1162019,0,19,470,0000001607,00:05:16,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102798,19-Jan-19,1192019,0,9,105,0000001608,00:06:17,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102799,19-Jan-19,1192019,0,11,310,0000001609,00:06:47,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102813,20-Jan-19,1202019,0,6.5,109,0000001622,18:08:23,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102814,21-Jan-19,1212019,0,19,560,0000001623,18:10:09,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102842,24-Jan-19,1242019,0,93,1421,0000001651,22:16:53,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102857,27-Jan-19,1272019,0,44,889.79,0000001666,17:34:55,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102868,29-Jan-19,1292019,0,12,190,0000001676,22:34:10,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102895,31-Jan-19,1312019,0,12,235,0000001702,15:57:45,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102897,02-Feb-19,2022019,0,6,200,0000001704,16:11:46,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102899,03-Feb-19,2032019,0,3.75,128.75,0000001706,16:42:23,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102901,04-Feb-19,2042019,0,45,924.79,0000001708,16:45:51,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102957,06-Feb-19,2062019,0,17,450,0000001761,13:16:05,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102958,07-Feb-19,2072019,0,158,4550,0000001762,13:17:31,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102961,09-Feb-19,2092019,0,90,1260,0000001765,13:20:06,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102971,11-Feb-19,2112019,0,11,170,0000001774,00:45:23,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102973,12-Feb-19,2122019,0,13,500,0000001776,00:46:53,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102992,14-Feb-19,2142019,0,50,939.79,0000001795,00:41:09,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102993,15-Feb-19,2152019,0,8,180,0000001796,00:43:00,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102994,16-Feb-19,2162018,0,12,175,0000001797,00:43:52,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103018,18-Feb-19,2182019,0,11,140,0000001812,00:25:34,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103033,20-Feb-19,2202019,0,7,230,0000001826,15:25:30,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103035,21-Feb-19,2212019,0,10,150,0000001828,17:52:18,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103038,23-Feb-19,2232019,0,9,340,0000001831,17:58:10,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103039,24-Feb-19,2242019,0,9,85,0000001832,17:59:54,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103077,26-Feb-19,2262019,0,130,1940.08,0000001869,21:34:13,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103090,27-Feb-19,2272019,0,4,130,0000001880,21:00:24,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103096,02-Mar-19,3022019,0,17,280,0000001886,21:47:18,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103101,05-Mar-19,3052019,0,25,405,0000001890,15:49:15,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103131,07-Mar-19,3072019,0,24,560,0000001918,17:10:04,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103196,09-Mar-19,3122019,0,13,280,0000001983,21:08:06,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103197,12-Mar-19,3122019,0,38,619.76,0000001984,21:11:51,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103203,13-Mar-19,3132019,0,80,649.6,0000001990,21:55:54,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103204,14-Mar-19,3142019,0,15,260,0000001991,21:57:51,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103227,17-Mar-19,3172019,0,9,125,0000002014,17:25:14,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103228,15-Mar-19,3152019,0,70,2025.2,0000002015,17:25:45,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103255,18-Mar-19,3182019,0,18,370,0000000028,20:58:55,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103260,19-Mar-19,3192019,0,6,75,0000000033,21:42:04,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103279,20-Mar-19,3202019,0,25,750,0000000050,19:30:57,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103280,23-Mar-19,3232019,0,94,1090.4,0000000051,19:31:59,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103282,24-Mar-19,3242019,0,15,390,0000000053,19:35:59,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103283,20-Mar-19,3202018,0,29,624.88,0000000054,20:26:16,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103298,26-Mar-19,3262019,0,16,326,0000000069,16:54:09,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103381,28-Mar-19,3282019,0,6,355.02,0000000152,17:02:24,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103397,29-Mar-19,3292019,0,22,563,0000000168,15:23:11,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103398,01-Apr-19,4012019,0,43,909.84,0000000169,15:26:44,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103439,03-Apr-19,4032019,0,17,535,0000000209,18:23:20,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103464,07-Apr-19,4072019,0,93,948.4,0000000234,17:32:32,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103465,08-Apr-19,4082019,0,23,762.06,0000000235,17:34:09,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103476,10-Apr-19,4102019,0,43,1144.98,0000000246,16:50:55,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103477,09-Apr-19,40902019,0,10,225,0000000247,16:55:30,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103515,12-Apr-19,4122019,0,6,130,0000000284,22:09:24,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103519,14-Apr-19,4142019,0,13,326,0000000288,22:17:50,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103521,15-Apr-19,4152019,0,158,4610.2,0000000290,18:55:00,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103536,16-Apr-19,4162019,0,15,530,0000000304,15:48:58,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103542,18-Apr-19,4182019,0,8,175,0000000310,15:56:15,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103558,17-Apr-19,4172019,0,5,169,0000000326,16:12:24,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103564,20-Apr-19,4202019,0,14,470,0000000332,16:17:15,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103565,21-Apr-19,4212019,0,16,500,0000000333,16:34:10,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103631,22-Apr-19,4222019,0,8,210,0000000398,16:34:02,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103674,26-Apr-19,4262019,0,4,180,0000000439,18:17:20,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103675,25-Apr-19,4252019,0,118,1400.44,0000000440,18:19:42,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103676,25-Apr-19,4242019,0,14,380,0000000441,18:21:12,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103697,28-Apr-19,4282019,0,5,195,0000000461,20:31:27,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103698,29-Apr-19,4292019,0,13,405,0000000462,20:34:18,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
103699,30-Apr-19,4302019,0,105,1093.84,0000000463,20:39:30,MARCIAL,DELY'S FRUIT & VEG DEALER,0260,,TO DISPLAY AREA,7
102760,10-Jan-19,13697,0,461,15608.18,0000001573,18:03:51,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
102841,17-Jan-19,8826,0,280,13030.28,0000001650,00:28:09,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
102888,24-Jan-19,8910,0,815,25362,0000001695,23:16:00,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103040,14-Feb-19,9166,0,442,17077.06,0000001833,18:02:04,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103047,07-Feb-19,9063,0,419,22498.98,0000001840,18:53:44,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103103,21-Feb-19,2212019,0,514,19702.43,0000001892,16:56:54,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103252,13-Mar-19,9477,0,403,12081.7,0000000025,18:03:55,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103271,21-Mar-19,9567,0,458,15167.28,0000000042,00:36:56,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103409,28-Mar-19,9648,0,542,17550.28,0000000180,22:42:48,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103443,04-Apr-19,9718,0,530,17979.44,0000000213,19:24:38,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103504,11-Apr-19,9791,0,245,10524.91,0000000274,19:38:52,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103664,25-Apr-19,9914,0,480,20761.06,0000000431,18:34:34,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,TO DISPLAY AREA,7
103665,25-Apr-19,9914,0,10,460,0000052404,19:56:20,MARCIAL,DFSC FOODSTUFFS CENTER,0086,,WAREHOUSE DELIVERIES,1
102896,31-Jan-19,1312019,0,100,1190,0000001703,16:09:23,MARCIAL,DJ YANSON COCONUT GRATER,0469,,TO DISPLAY AREA,7
103556,17-Apr-19,4172019,0,80,960,0000000324,15:56:18,MARCIAL,DJ YANSON COCONUT GRATER,0469,,TO DISPLAY AREA,7
102636,03-Jan-19,868215,0,205,25245.75,0000001455,22:30:02,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102637,03-Jan-19,868215,0,30,4410,0000001456,23:00:43,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102656,07-Jan-19,156789,0,1248,29486,0000001473,20:30:21,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102724,10-Jan-19,868219,0,250,36912.5,0000001539,21:07:08,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102725,10-Jan-19,868219,0,20,2952.4,0000001540,22:30:51,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102787,17-Jan-19,868228,0,508,62067.8,0000001599,23:37:36,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102843,24-Jan-19,868232,0,309,42036.2,0000001652,23:39:17,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102855,02-Jan-19,868203,0,0,4083.84,0000001664,16:11:21,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102864,26-Jan-19,852495,0,404,27808.08,0000052378,00:18:37,MARCIAL,EBG ENTERPRISES,0609,,WAREHOUSE DELIVERIES,1
102876,31-Jan-19,868238,0,609,72846.35,0000001683,23:53:50,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102943,05-Feb-19,158264,0,6,277.27,0000001749,16:32:32,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102950,07-Feb-19,868244,0,260,27919.8,0000001756,21:35:13,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103009,14-Feb-19,869481,0,450,55389.8,0000001810,23:38:06,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103062,26-Feb-19,158121,0,1616,77516.28,0000001855,00:25:20,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103080,28-Feb-19,869809,0,210,26284.1,0000001872,21:47:18,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103170,07-Mar-19,869816,0,363,43981.3,0000001957,00:36:15,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103206,14-Mar-19,869825,0,200,26097.8,0000001993,22:20:48,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103261,21-Mar-19,869829,0,170,22584.2,0000000034,21:44:48,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
